genotype_code	genotype_name	treatment	timepoint	trait_group	supp_table_printed	docx_table	trait	value	se	tukey_letters
2	IR83388-B-B108-3	Control	End of season	growth and yield	Supp 18	docx_table_20	SFW	53.43	28.33	
2	IR83388-B-B108-3	Control	End of season	growth and yield	Supp 18	docx_table_20	SDW	37.41	15.71	
2	IR83388-B-B108-3	Control	End of season	growth and yield	Supp 18	docx_table_20	GWPP	17.12	7.23	
2	IR83388-B-B108-3	Control	End of season	growth and yield	Supp 18	docx_table_20	TGW	21.91	8.92	
2	IR83388-B-B108-3	Control	End of season	growth and yield	Supp 18	docx_table_20	HI	0.46	0.26	
2	IR83388-B-B108-3	Control	End of season	growth and yield	Supp 18	docx_table_20	AGR.0	0.14	0.02	
2	IR83388-B-B108-3	Control	End of season	growth and yield	Supp 18	docx_table_20	AGR.30	0.45	0.47	
2	IR83388-B-B108-3	Control	End of season	growth and yield	Supp 18	docx_table_20	RGR.0	0.05	0.02	
2	IR83388-B-B108-3	Control	End of season	growth and yield	Supp 18	docx_table_20	RGR.30	0.02	0.02	
3	IR77298-14-1-2-10	Control	End of season	growth and yield	Supp 18	docx_table_20	DTB	93.00	41.10	i
3	IR77298-14-1-2-10	Control	End of season	growth and yield	Supp 18	docx_table_20	DTH	97.00	43.58	c
3	IR77298-14-1-2-10	Control	End of season	growth and yield	Supp 18	docx_table_20	DTM	124.00	59.13	
3	IR77298-14-1-2-10	Control	End of season	growth and yield	Supp 18	docx_table_20	PH	81.00	35.19	
3	IR77298-14-1-2-10	Control	End of season	growth and yield	Supp 18	docx_table_20	TN	22.67	4.61	
3	IR77298-14-1-2-10	Control	End of season	growth and yield	Supp 18	docx_table_20	PT	10.33	3.26	
3	IR77298-14-1-2-10	Control	End of season	growth and yield	Supp 18	docx_table_20	SFW	50.23	24.62	
3	IR77298-14-1-2-10	Control	End of season	growth and yield	Supp 18	docx_table_20	SDW	37.50	13.36	
3	IR77298-14-1-2-10	Control	End of season	growth and yield	Supp 18	docx_table_20	GWPP	15.81	6.29	
3	IR77298-14-1-2-10	Control	End of season	growth and yield	Supp 18	docx_table_20	TGW	21.10	8.10	
3	IR77298-14-1-2-10	Control	End of season	growth and yield	Supp 18	docx_table_20	HI	0.42	0.23	
3	IR77298-14-1-2-10	Control	End of season	growth and yield	Supp 18	docx_table_20	AGR.0	0.13	0.01	
3	IR77298-14-1-2-10	Control	End of season	growth and yield	Supp 18	docx_table_20	AGR.30	0.79	0.40	
3	IR77298-14-1-2-10	Control	End of season	growth and yield	Supp 18	docx_table_20	RGR.0	0.05	0.01	
3	IR77298-14-1-2-10	Control	End of season	growth and yield	Supp 18	docx_table_20	RGR.30	0.03	0.02	
4	PUSA1121	Control	End of season	growth and yield	Supp 18	docx_table_20	DTB	94.00	24.99	i
4	PUSA1121	Control	End of season	growth and yield	Supp 18	docx_table_20	DTH	99.00	26.40	b
4	PUSA1121	Control	End of season	growth and yield	Supp 18	docx_table_20	DTM	128.00	36.11	
4	PUSA1121	Control	End of season	growth and yield	Supp 18	docx_table_20	PH	79.00	20.42	
4	PUSA1121	Control	End of season	growth and yield	Supp 18	docx_table_20	TN	22.33	2.04	
4	PUSA1121	Control	End of season	growth and yield	Supp 18	docx_table_20	PT	9.67	1.59	
4	PUSA1121	Control	End of season	growth and yield	Supp 18	docx_table_20	SFW	57.04	15.13	
4	PUSA1121	Control	End of season	growth and yield	Supp 18	docx_table_20	SDW	32.01	8.02	
4	PUSA1121	Control	End of season	growth and yield	Supp 18	docx_table_20	GWPP	14.43	3.70	
4	PUSA1121	Control	End of season	growth and yield	Supp 18	docx_table_20	TGW	15.35	4.45	
4	PUSA1121	Control	End of season	growth and yield	Supp 18	docx_table_20	HI	0.45	0.13	
4	PUSA1121	Control	End of season	growth and yield	Supp 18	docx_table_20	AGR.0	0.18	0.01	
4	PUSA1121	Control	End of season	growth and yield	Supp 18	docx_table_20	AGR.30	0.69	0.22	
4	PUSA1121	Control	End of season	growth and yield	Supp 18	docx_table_20	RGR.0	0.06	0.00	
4	PUSA1121	Control	End of season	growth and yield	Supp 18	docx_table_20	RGR.30	0.02	0.01	
5	BAM8315	Control	End of season	growth and yield	Supp 18	docx_table_20	DTB	95.00	11.92	h
5	BAM8315	Control	End of season	growth and yield	Supp 18	docx_table_20	DTH	101.00	12.76	a
5	BAM8315	Control	End of season	growth and yield	Supp 18	docx_table_20	DTM	128.00	16.97	
5	BAM8315	Control	End of season	growth and yield	Supp 18	docx_table_20	PH	95.33	10.24	
5	BAM8315	Control	End of season	growth and yield	Supp 18	docx_table_20	TN	12.33	1.53	
5	BAM8315	Control	End of season	growth and yield	Supp 18	docx_table_20	PT	5.33	1.03	
5	BAM8315	Control	End of season	growth and yield	Supp 18	docx_table_20	SFW	54.45	6.81	
5	BAM8315	Control	End of season	growth and yield	Supp 18	docx_table_20	SDW	30.84	3.94	
5	BAM8315	Control	End of season	growth and yield	Supp 18	docx_table_20	GWPP	16.55	1.83	
5	BAM8315	Control	End of season	growth and yield	Supp 18	docx_table_20	TGW	22.39	2.38	
5	BAM8315	Control	End of season	growth and yield	Supp 18	docx_table_20	HI	0.54	0.07	
5	BAM8315	Control	End of season	growth and yield	Supp 18	docx_table_20	AGR.0	0.19	0.01	
5	BAM8315	Control	End of season	growth and yield	Supp 18	docx_table_20	AGR.30	0.96	0.13	
5	BAM8315	Control	End of season	growth and yield	Supp 18	docx_table_20	RGR.0	0.06	0.01	
5	BAM8315	Control	End of season	growth and yield	Supp 18	docx_table_20	RGR.30	0.02	0.01	
6	BAM812	Control	End of season	growth and yield	Supp 18	docx_table_20	DTB	94.00	14.61	g
6	BAM812	Control	End of season	growth and yield	Supp 18	docx_table_20	DTH	99.00	15.44	b
6	BAM812	Control	End of season	growth and yield	Supp 18	docx_table_20	DTM	128.00	21.11	
6	BAM812	Control	End of season	growth and yield	Supp 18	docx_table_20	PH	106.00	12.55	
6	BAM812	Control	End of season	growth and yield	Supp 18	docx_table_20	TN	13.00	1.65	
6	BAM812	Control	End of season	growth and yield	Supp 18	docx_table_20	PT	7.00	1.16	
6	BAM812	Control	End of season	growth and yield	Supp 18	docx_table_20	SFW	68.04	8.91	
6	BAM812	Control	End of season	growth and yield	Supp 18	docx_table_20	SDW	33.53	4.72	
6	BAM812	Control	End of season	growth and yield	Supp 18	docx_table_20	GWPP	16.81	2.24	
6	BAM812	Control	End of season	growth and yield	Supp 18	docx_table_20	TGW	17.54	2.90	
6	BAM812	Control	End of season	growth and yield	Supp 18	docx_table_20	HI	0.50	0.08	
6	BAM812	Control	End of season	growth and yield	Supp 18	docx_table_20	AGR.0	0.23	0.00	
6	BAM812	Control	End of season	growth and yield	Supp 18	docx_table_20	AGR.30	1.36	0.14	
6	BAM812	Control	End of season	growth and yield	Supp 18	docx_table_20	RGR.0	0.08	0.00	
6	BAM812	Control	End of season	growth and yield	Supp 18	docx_table_20	RGR.30	0.03	0.01	
7	Malchi	Control	End of season	growth and yield	Supp 18	docx_table_20	DTB	80.00	6.90	f
7	Malchi	Control	End of season	growth and yield	Supp 18	docx_table_20	DTH	84.00	7.22	k
7	Malchi	Control	End of season	growth and yield	Supp 18	docx_table_20	DTM	118.00	10.07	
7	Malchi	Control	End of season	growth and yield	Supp 18	docx_table_20	PH	106.00	5.34	
7	Malchi	Control	End of season	growth and yield	Supp 18	docx_table_20	TN	22.00	0.27	
7	Malchi	Control	End of season	growth and yield	Supp 18	docx_table_20	PT	15.33	0.30	
7	Malchi	Control	End of season	growth and yield	Supp 18	docx_table_20	SFW	49.05	4.33	
7	Malchi	Control	End of season	growth and yield	Supp 18	docx_table_20	SDW	37.59	2.17	
7	Malchi	Control	End of season	growth and yield	Supp 18	docx_table_20	GWPP	15.82	0.98	
7	Malchi	Control	End of season	growth and yield	Supp 18	docx_table_20	TGW	14.91	1.08	
7	Malchi	Control	End of season	growth and yield	Supp 18	docx_table_20	HI	0.42	0.04	
7	Malchi	Control	End of season	growth and yield	Supp 18	docx_table_20	AGR.0	0.24	0.00	
7	Malchi	Control	End of season	growth and yield	Supp 18	docx_table_20	AGR.30	0.48	0.05	
7	Malchi	Control	End of season	growth and yield	Supp 18	docx_table_20	RGR.0	0.06	0.00	
7	Malchi	Control	End of season	growth and yield	Supp 18	docx_table_20	RGR.30	0.02	0.00	
8	BAM 3690	Control	End of season	growth and yield	Supp 18	docx_table_20	DTB	76.00	3.92	f
8	BAM 3690	Control	End of season	growth and yield	Supp 18	docx_table_20	DTH	80.00	4.19	m
8	BAM 3690	Control	End of season	growth and yield	Supp 18	docx_table_20	DTM	116.00	5.58	
8	BAM 3690	Control	End of season	growth and yield	Supp 18	docx_table_20	PH	104.00	3.68	
8	BAM 3690	Control	End of season	growth and yield	Supp 18	docx_table_20	TN	22.67	0.76	
8	BAM 3690	Control	End of season	growth and yield	Supp 18	docx_table_20	PT	14.33	0.46	
8	BAM 3690	Control	End of season	growth and yield	Supp 18	docx_table_20	SFW	45.69	2.30	
8	BAM 3690	Control	End of season	growth and yield	Supp 18	docx_table_20	SDW	39.02	1.31	
8	BAM 3690	Control	End of season	growth and yield	Supp 18	docx_table_20	GWPP	21.10	0.64	
8	BAM 3690	Control	End of season	growth and yield	Supp 18	docx_table_20	TGW	22.97	0.94	
8	BAM 3690	Control	End of season	growth and yield	Supp 18	docx_table_20	HI	0.54	0.02	
8	BAM 3690	Control	End of season	growth and yield	Supp 18	docx_table_20	AGR.0	0.31	0.00	
8	BAM 3690	Control	End of season	growth and yield	Supp 18	docx_table_20	AGR.30	0.23	0.05	
8	BAM 3690	Control	End of season	growth and yield	Supp 18	docx_table_20	RGR.0	0.06	0.00	
8	BAM 3690	Control	End of season	growth and yield	Supp 18	docx_table_20	RGR.30	0.01	0.00	
9	BAM 4138	Control	End of season	growth and yield	Supp 18	docx_table_20	DTB	85.00	5.52	d
9	BAM 4138	Control	End of season	growth and yield	Supp 18	docx_table_20	DTH	89.00	5.82	g
9	BAM 4138	Control	End of season	growth and yield	Supp 18	docx_table_20	DTM	121.00	7.99	
9	BAM 4138	Control	End of season	growth and yield	Supp 18	docx_table_20	PH	99.33	4.71	
9	BAM 4138	Control	End of season	growth and yield	Supp 18	docx_table_20	TN	35.00	0.70	
9	BAM 4138	Control	End of season	growth and yield	Supp 18	docx_table_20	PT	15.00	0.46	
9	BAM 4138	Control	End of season	growth and yield	Supp 18	docx_table_20	SFW	76.74	3.39	
9	BAM 4138	Control	End of season	growth and yield	Supp 18	docx_table_20	SDW	35.94	1.78	
9	BAM 4138	Control	End of season	growth and yield	Supp 18	docx_table_20	GWPP	16.84	0.84	
9	BAM 4138	Control	End of season	growth and yield	Supp 18	docx_table_20	TGW	16.70	1.09	
9	BAM 4138	Control	End of season	growth and yield	Supp 18	docx_table_20	HI	0.47	0.03	
9	BAM 4138	Control	End of season	growth and yield	Supp 18	docx_table_20	AGR.0	0.40	0.00	
9	BAM 4138	Control	End of season	growth and yield	Supp 18	docx_table_20	AGR.30	0.63	0.05	
9	BAM 4138	Control	End of season	growth and yield	Supp 18	docx_table_20	RGR.0	0.07	0.00	
9	BAM 4138	Control	End of season	growth and yield	Supp 18	docx_table_20	RGR.30	0.01	0.00	
10	BAM 4521	Control	End of season	growth and yield	Supp 18	docx_table_20	DTB	84.00	1.49	e
10	BAM 4521	Control	End of season	growth and yield	Supp 18	docx_table_20	DTH	87.00	1.52	i
10	BAM 4521	Control	End of season	growth and yield	Supp 18	docx_table_20	DTM	120.00	2.25	
10	BAM 4521	Control	End of season	growth and yield	Supp 18	docx_table_20	PH	112.33	0.84	
10	BAM 4521	Control	End of season	growth and yield	Supp 18	docx_table_20	TN	14.00	0.27	
10	BAM 4521	Control	End of season	growth and yield	Supp 18	docx_table_20	PT	9.33	0.09	
10	BAM 4521	Control	End of season	growth and yield	Supp 18	docx_table_20	SFW	56.07	1.02	
10	BAM 4521	Control	End of season	growth and yield	Supp 18	docx_table_20	SDW	29.93	0.43	
10	BAM 4521	Control	End of season	growth and yield	Supp 18	docx_table_20	GWPP	9.70	0.17	
10	BAM 4521	Control	End of season	growth and yield	Supp 18	docx_table_20	TGW	15.73	0.09	
10	BAM 4521	Control	End of season	growth and yield	Supp 18	docx_table_20	HI	0.32	0.01	
10	BAM 4521	Control	End of season	growth and yield	Supp 18	docx_table_20	AGR.0	0.25	0.00	
10	BAM 4521	Control	End of season	growth and yield	Supp 18	docx_table_20	AGR.30	0.86	0.00	
10	BAM 4521	Control	End of season	growth and yield	Supp 18	docx_table_20	RGR.0	0.06	0.00	
10	BAM 4521	Control	End of season	growth and yield	Supp 18	docx_table_20	RGR.30	0.02	0.00	
11	Black gora	Control	End of season	growth and yield	Supp 18	docx_table_20	DTB	78.00	2.03	d
11	Black gora	Control	End of season	growth and yield	Supp 18	docx_table_20	DTH	82.00	2.17	l
11	Black gora	Control	End of season	growth and yield	Supp 18	docx_table_20	DTM	116.00	2.88	
11	Black gora	Control	End of season	growth and yield	Supp 18	docx_table_20	PH	95.17	2.01	
11	Black gora	Control	End of season	growth and yield	Supp 18	docx_table_20	TN	22.67	0.27	
11	Black gora	Control	End of season	growth and yield	Supp 18	docx_table_20	PT	14.33	0.21	
11	Black gora	Control	End of season	growth and yield	Supp 18	docx_table_20	SFW	66.53	1.19	
11	Black gora	Control	End of season	growth and yield	Supp 18	docx_table_20	SDW	34.13	0.68	
11	Black gora	Control	End of season	growth and yield	Supp 18	docx_table_20	GWPP	16.45	0.35	
11	Black gora	Control	End of season	growth and yield	Supp 18	docx_table_20	TGW	16.75	0.54	
11	Black gora	Control	End of season	growth and yield	Supp 18	docx_table_20	HI	0.48	0.01	
11	Black gora	Control	End of season	growth and yield	Supp 18	docx_table_20	AGR.0	0.13	0.00	
11	Black gora	Control	End of season	growth and yield	Supp 18	docx_table_20	AGR.30	0.44	0.03	
11	Black gora	Control	End of season	growth and yield	Supp 18	docx_table_20	RGR.0	0.05	0.00	
11	Black gora	Control	End of season	growth and yield	Supp 18	docx_table_20	RGR.30	0.02	0.00	
12	Suweon	Control	End of season	growth and yield	Supp 18	docx_table_20	DTB	87.00	2.19	c
12	Suweon	Control	End of season	growth and yield	Supp 18	docx_table_20	DTH	92.00	2.32	e
12	Suweon	Control	End of season	growth and yield	Supp 18	docx_table_20	DTM	124.00	3.15	
12	Suweon	Control	End of season	growth and yield	Supp 18	docx_table_20	PH	106.33	1.99	
12	Suweon	Control	End of season	growth and yield	Supp 18	docx_table_20	TN	16.00	0.25	
12	Suweon	Control	End of season	growth and yield	Supp 18	docx_table_20	PT	10.67	0.18	
12	Suweon	Control	End of season	growth and yield	Supp 18	docx_table_20	SFW	61.64	1.32	
12	Suweon	Control	End of season	growth and yield	Supp 18	docx_table_20	SDW	38.42	0.72	
12	Suweon	Control	End of season	growth and yield	Supp 18	docx_table_20	GWPP	13.46	0.35	
12	Suweon	Control	End of season	growth and yield	Supp 18	docx_table_20	TGW	14.18	0.50	
12	Suweon	Control	End of season	growth and yield	Supp 18	docx_table_20	HI	0.35	0.01	
12	Suweon	Control	End of season	growth and yield	Supp 18	docx_table_20	AGR.0	0.32	0.00	
12	Suweon	Control	End of season	growth and yield	Supp 18	docx_table_20	AGR.30	0.57	0.02	
12	Suweon	Control	End of season	growth and yield	Supp 18	docx_table_20	RGR.0	0.06	0.00	
12	Suweon	Control	End of season	growth and yield	Supp 18	docx_table_20	RGR.30	0.01	0.00	
13	Kunjukunju	Control	End of season	growth and yield	Supp 18	docx_table_20	DTB	83.00	0.36	b
13	Kunjukunju	Control	End of season	growth and yield	Supp 18	docx_table_20	DTH	88.00	0.43	h
13	Kunjukunju	Control	End of season	growth and yield	Supp 18	docx_table_20	DTM	118.00	0.46	
13	Kunjukunju	Control	End of season	growth and yield	Supp 18	docx_table_20	PH	64.83	0.67	
13	Kunjukunju	Control	End of season	growth and yield	Supp 18	docx_table_20	TN	16.33	0.01	
13	Kunjukunju	Control	End of season	growth and yield	Supp 18	docx_table_20	PT	11.33	0.06	
13	Kunjukunju	Control	End of season	growth and yield	Supp 18	docx_table_20	SFW	64.06	0.15	
13	Kunjukunju	Control	End of season	growth and yield	Supp 18	docx_table_20	SDW	39.56	0.16	
13	Kunjukunju	Control	End of season	growth and yield	Supp 18	docx_table_20	GWPP	18.66	0.10	
13	Kunjukunju	Control	End of season	growth and yield	Supp 18	docx_table_20	TGW	17.76	0.25	
13	Kunjukunju	Control	End of season	growth and yield	Supp 18	docx_table_20	HI	0.47	0.00	
13	Kunjukunju	Control	End of season	growth and yield	Supp 18	docx_table_20	AGR.0	0.16	0.00	
13	Kunjukunju	Control	End of season	growth and yield	Supp 18	docx_table_20	AGR.30	0.87	0.01	
13	Kunjukunju	Control	End of season	growth and yield	Supp 18	docx_table_20	RGR.0	0.05	0.00	
13	Kunjukunju	Control	End of season	growth and yield	Supp 18	docx_table_20	RGR.30	0.03	0.00	
14	Cauvery	Control	End of season	growth and yield	Supp 18	docx_table_20	DTB	80.00	1.01	b
14	Cauvery	Control	End of season	growth and yield	Supp 18	docx_table_20	DTH	85.00	1.05	j
14	Cauvery	Control	End of season	growth and yield	Supp 18	docx_table_20	DTM	117.00	1.48	
14	Cauvery	Control	End of season	growth and yield	Supp 18	docx_table_20	PH	87.20	0.77	
14	Cauvery	Control	End of season	growth and yield	Supp 18	docx_table_20	TN	36.00	0.14	
14	Cauvery	Control	End of season	growth and yield	Supp 18	docx_table_20	PT	24.00	0.08	
14	Cauvery	Control	End of season	growth and yield	Supp 18	docx_table_20	SFW	75.09	0.64	
14	Cauvery	Control	End of season	growth and yield	Supp 18	docx_table_20	SDW	42.85	0.31	
14	Cauvery	Control	End of season	growth and yield	Supp 18	docx_table_20	GWPP	23.05	0.14	
14	Cauvery	Control	End of season	growth and yield	Supp 18	docx_table_20	TGW	22.42	0.16	
14	Cauvery	Control	End of season	growth and yield	Supp 18	docx_table_20	HI	0.54	0.01	
14	Cauvery	Control	End of season	growth and yield	Supp 18	docx_table_20	AGR.0	0.46	0.00	
14	Cauvery	Control	End of season	growth and yield	Supp 18	docx_table_20	AGR.30	1.15	0.01	
14	Cauvery	Control	End of season	growth and yield	Supp 18	docx_table_20	RGR.0	0.07	0.00	
14	Cauvery	Control	End of season	growth and yield	Supp 18	docx_table_20	RGR.30	0.02	0.00	
15	RPW9-4(SS1)	Control	End of season	growth and yield	Supp 18	docx_table_20	DTB	91.00	0.92	a
15	RPW9-4(SS1)	Control	End of season	growth and yield	Supp 18	docx_table_20	DTH	96.00	0.96	d
15	RPW9-4(SS1)	Control	End of season	growth and yield	Supp 18	docx_table_20	DTM	128.00	1.36	
15	RPW9-4(SS1)	Control	End of season	growth and yield	Supp 18	docx_table_20	PH	74.33	0.73	
15	RPW9-4(SS1)	Control	End of season	growth and yield	Supp 18	docx_table_20	TN	21.67	0.12	
15	RPW9-4(SS1)	Control	End of season	growth and yield	Supp 18	docx_table_20	PT	13.00	0.07	
15	RPW9-4(SS1)	Control	End of season	growth and yield	Supp 18	docx_table_20	SFW	69.55	0.59	
15	RPW9-4(SS1)	Control	End of season	growth and yield	Supp 18	docx_table_20	SDW	39.12	0.29	
15	RPW9-4(SS1)	Control	End of season	growth and yield	Supp 18	docx_table_20	GWPP	20.97	0.13	
15	RPW9-4(SS1)	Control	End of season	growth and yield	Supp 18	docx_table_20	TGW	21.67	0.18	
15	RPW9-4(SS1)	Control	End of season	growth and yield	Supp 18	docx_table_20	HI	0.54	0.00	
15	RPW9-4(SS1)	Control	End of season	growth and yield	Supp 18	docx_table_20	AGR.0	0.51	0.00	
15	RPW9-4(SS1)	Control	End of season	growth and yield	Supp 18	docx_table_20	AGR.30	0.75	0.01	
15	RPW9-4(SS1)	Control	End of season	growth and yield	Supp 18	docx_table_20	RGR.0	0.07	0.00	
15	RPW9-4(SS1)	Control	End of season	growth and yield	Supp 18	docx_table_20	RGR.30	0.01	0.00	
1	Moroberakan	N stress	End of season	growth and yield	Supp 19	docx_table_21	DTB	82.00	0.35	
1	Moroberakan	N stress	End of season	growth and yield	Supp 19	docx_table_21	DTH	87.00	0.34	
1	Moroberakan	N stress	End of season	growth and yield	Supp 19	docx_table_21	DTM	118.00	0.56	
1	Moroberakan	N stress	End of season	growth and yield	Supp 19	docx_table_21	PH	90.67	0.05	
1	Moroberakan	N stress	End of season	growth and yield	Supp 19	docx_table_21	TN	4.00	0.07	
1	Moroberakan	N stress	End of season	growth and yield	Supp 19	docx_table_21	PT	3.00	0.01	
1	Moroberakan	N stress	End of season	growth and yield	Supp 19	docx_table_21	SFW	44.64	0.27	
1	Moroberakan	N stress	End of season	growth and yield	Supp 19	docx_table_21	SDW	22.76	0.08	
1	Moroberakan	N stress	End of season	growth and yield	Supp 19	docx_table_21	GWPP	6.22	0.02	
1	Moroberakan	N stress	End of season	growth and yield	Supp 19	docx_table_21	TGW	14.25	0.05	
1	Moroberakan	N stress	End of season	growth and yield	Supp 19	docx_table_21	HI	0.27	0.00	
1	Moroberakan	N stress	End of season	growth and yield	Supp 19	docx_table_21	AGR.0	0.04	0.00	
1	Moroberakan	N stress	End of season	growth and yield	Supp 19	docx_table_21	AGR.30	0.77	0.00	
1	Moroberakan	N stress	End of season	growth and yield	Supp 19	docx_table_21	RGR.0	0.03	0.00	
1	Moroberakan	N stress	End of season	growth and yield	Supp 19	docx_table_21	RGR.30	0.04	0.00	
2	IR83388-B-B108-3	N stress	End of season	growth and yield	Supp 19	docx_table_21	DTB	88.00	0.36	
2	IR83388-B-B108-3	N stress	End of season	growth and yield	Supp 19	docx_table_21	DTH	94.00	0.39	
2	IR83388-B-B108-3	N stress	End of season	growth and yield	Supp 19	docx_table_21	DTM	122.00	0.50	
2	IR83388-B-B108-3	N stress	End of season	growth and yield	Supp 19	docx_table_21	PH	76.00	0.41	
2	IR83388-B-B108-3	N stress	End of season	growth and yield	Supp 19	docx_table_21	TN	11.00	0.04	
2	IR83388-B-B108-3	N stress	End of season	growth and yield	Supp 19	docx_table_21	PT	6.33	0.04	
2	IR83388-B-B108-3	N stress	End of season	growth and yield	Supp 19	docx_table_21	SFW	35.62	0.20	
2	IR83388-B-B108-3	N stress	End of season	growth and yield	Supp 19	docx_table_21	SDW	24.43	0.13	
2	IR83388-B-B108-3	N stress	End of season	growth and yield	Supp 19	docx_table_21	GWPP	11.81	0.07	
2	IR83388-B-B108-3	N stress	End of season	growth and yield	Supp 19	docx_table_21	TGW	16.58	0.07	
2	IR83388-B-B108-3	N stress	End of season	growth and yield	Supp 19	docx_table_21	HI	0.48	0.00	
2	IR83388-B-B108-3	N stress	End of season	growth and yield	Supp 19	docx_table_21	AGR.0	0.07	0.00	
2	IR83388-B-B108-3	N stress	End of season	growth and yield	Supp 19	docx_table_21	AGR.30	0.71	0.00	
2	IR83388-B-B108-3	N stress	End of season	growth and yield	Supp 19	docx_table_21	RGR.0	0.04	0.00	
2	IR83388-B-B108-3	N stress	End of season	growth and yield	Supp 19	docx_table_21	RGR.30	0.03	0.00	
3	IR77298-14-1-2-10	N stress	End of season	growth and yield	Supp 19	docx_table_21	DTB	89.00	0.33	
3	IR77298-14-1-2-10	N stress	End of season	growth and yield	Supp 19	docx_table_21	DTH	94.00	0.35	
3	IR77298-14-1-2-10	N stress	End of season	growth and yield	Supp 19	docx_table_21	DTM	122.00	0.48	
3	IR77298-14-1-2-10	N stress	End of season	growth and yield	Supp 19	docx_table_21	PH	70.00	0.34	
3	IR77298-14-1-2-10	N stress	End of season	growth and yield	Supp 19	docx_table_21	TN	10.33	0.04	
3	IR77298-14-1-2-10	N stress	End of season	growth and yield	Supp 19	docx_table_21	PT	5.33	0.03	
3	IR77298-14-1-2-10	N stress	End of season	growth and yield	Supp 19	docx_table_21	SFW	39.02	0.21	
3	IR77298-14-1-2-10	N stress	End of season	growth and yield	Supp 19	docx_table_21	SDW	23.19	0.11	
3	IR77298-14-1-2-10	N stress	End of season	growth and yield	Supp 19	docx_table_21	GWPP	9.89	0.06	
3	IR77298-14-1-2-10	N stress	End of season	growth and yield	Supp 19	docx_table_21	TGW	13.95	0.07	
3	IR77298-14-1-2-10	N stress	End of season	growth and yield	Supp 19	docx_table_21	HI	0.43	0.00	
3	IR77298-14-1-2-10	N stress	End of season	growth and yield	Supp 19	docx_table_21	AGR.0	0.07	0.00	
3	IR77298-14-1-2-10	N stress	End of season	growth and yield	Supp 19	docx_table_21	AGR.30	0.77	0.00	
3	IR77298-14-1-2-10	N stress	End of season	growth and yield	Supp 19	docx_table_21	RGR.0	0.04	0.00	
3	IR77298-14-1-2-10	N stress	End of season	growth and yield	Supp 19	docx_table_21	RGR.30	0.04	0.00	
4	PUSA1121	N stress	End of season	growth and yield	Supp 19	docx_table_21	DTB	91.00	0.02	
4	PUSA1121	N stress	End of season	growth and yield	Supp 19	docx_table_21	DTH	97.00	0.03	
4	PUSA1121	N stress	End of season	growth and yield	Supp 19	docx_table_21	DTM	127.00	0.04	
4	PUSA1121	N stress	End of season	growth and yield	Supp 19	docx_table_21	PH	72.67	0.19	
4	PUSA1121	N stress	End of season	growth and yield	Supp 19	docx_table_21	TN	9.00	0.02	
4	PUSA1121	N stress	End of season	growth and yield	Supp 19	docx_table_21	PT	6.00	0.01	
4	PUSA1121	N stress	End of season	growth and yield	Supp 19	docx_table_21	SFW	42.88	0.04	
4	PUSA1121	N stress	End of season	growth and yield	Supp 19	docx_table_21	SDW	27.64	0.02	
4	PUSA1121	N stress	End of season	growth and yield	Supp 19	docx_table_21	GWPP	9.54	0.02	
4	PUSA1121	N stress	End of season	growth and yield	Supp 19	docx_table_21	TGW	19.23	0.01	
4	PUSA1121	N stress	End of season	growth and yield	Supp 19	docx_table_21	HI	0.35	0.00	
4	PUSA1121	N stress	End of season	growth and yield	Supp 19	docx_table_21	AGR.0	0.05	0.00	
4	PUSA1121	N stress	End of season	growth and yield	Supp 19	docx_table_21	AGR.30	0.83	0.00	
